embedding_id,all_notes,mainaccord1,target_description
19156,"['cinnamon', 'mandarin orange', 'lavender', 'lemon', 'fruity notes', 'incense', 'cumin', 'red cedar', 'tobacco', 'vanilla', 'cedar', 'leather', 'benzoin', 'iso e super', 'cypress', 'patchouli']",warm spicy,"It smells like warm spices and citrus peel at first, then smoky incense and worn leather, with sweet vanilla and resinous wood underneath."
2797,"['lavender', 'bergamot', 'mint', 'clove', 'lily-of-the-valley', 'cinnamon', 'amber', 'patchouli', 'myrhh']",lavender,"It smells like herbal soap and sharp spices at first, then settles into a warm, resinous sweetness with earthy undertones."
11467,"['magnolia', 'calabrian bergamot', 'orange blossom', 'green almond', 'vanilla']",almond,"It smells like creamy magnolia and orange blossoms, with a subtle almond sweetness and soft vanilla underneath."
7000,"['aldehydes', 'rose', 'orange blossom', 'hawthorn', 'musk', 'sandalwood']",aldehydic,"It smells like soapy roses and orange blossoms with a clean, slightly metallic sharpness, settling into soft wood and skin-like musk."
3609,"['palm leaf', 'gardenia', 'coconut', 'sea salt', 'vanilla', 'sandalwood', 'virginia cedar', 'benzoin']",coconut,"It smells like creamy coconut and sweet white flowers, with a salty-warm base of vanilla and smooth wood."
1140,"['white lily', 'hiacynth', 'honeysuckle', 'galbanum', 'orange blossom', 'lavender', 'bergamot', 'black currant', 'lemon', 'lily', 'lily-of-the-valley', 'moroccan jasmine', 'carnation', 'honeysuckle', 'tuberose', 'ylang-ylang', 'iris', 'rose', 'orris root', 'oakmoss', 'incense', 'musk', 'leather', 'sandalwood', 'vetiver', 'cedar', 'patchouli', 'amber']",white floral,"It smells like a bouquet of white flowers and jasmine over something green and slightly bitter, with dry incense smoke and soft leather in the background."
12503,"['lavender', 'mint', 'fruity', 'spicy notes', 'coriander', 'green notes', 'bergamot', 'caramel', 'patchouli', 'honey', 'milk', 'cedar', 'jasmine', 'lily-of-the-valley', 'coffee', 'patchouli', 'vanilla', 'tonka bean', 'benzoin', 'amber', 'sandalwood', 'musk']",sweet,"It smells like lavender and mint over something sweet and milky, with coffee, vanilla, and warm resinous woods anchoring everything below."
19687,"['mandarin orange', 'madagascar pepper', 'lemon', 'chinotto', 'rosemary', 'geranium', 'rose', 'pepperwood\x99', 'vanilla', 'tonka bean', 'sandalwood', 'texas cedar', 'patchouli', 'oakmoss']",citrus,"It smells like citrus peel and peppery herbs at first, then settles into warm woods with a slightly sweet, earthy base."
21152,"['tobacco', 'cacao', 'vanilla', 'osmanthus', 'benzoin', 'dried fruits', 'kopi luwak coffee', 'almond', 'coffee', 'leather', 'immortelle', 'whiskey', 'black elder', 'jasmine sambac', 'marigold', 'rose', 'castoreum', 'patchouli', 'ambergris', 'civet', 'spices', 'woody notes', 'muskrat', 'hyrax', 'musk', 'propolis']",animalic,"It smells like dark roasted coffee and tobacco leaves, sweetened with vanilla and dried fruit, over a thick base of aged leather and resinous woods."
21258,"['violet leaf', 'coriander', 'bergamot', 'rose', 'black pepper', 'lily-of-the-valley', 'patchouli', 'ambergris', 'bourbon vanilla']",patchouli,"It smells like fresh-cut stems and crushed pepper, with powdery florals softening into warm vanilla and earthy depth."
7141,"['watery notes', 'violet', 'melon', 'wildflowers', 'solar notes', 'jasmine', 'orange blossom', 'violet', 'iris', 'white musk']",fresh,"It smells like fresh melon and dewy flowers — soft violet and jasmine with a clean, slightly powdery warmth underneath."
14732,"['italian mandarin', 'rose', 'egyptian jasmine', 'patchouli', 'musk']",patchouli,"It smells like fresh citrus peel and powdered rose petals, then creamy white flowers with an earthy, slightly musty undertone."
17490,"['bergamot', 'sichuan pepper', 'lavender', 'star anise', 'nutmeg', 'ambroxan', 'vanilla']",fresh spicy,"It smells like sharp citrus and peppery spice at first, then lavender soap with a hint of licorice, finishing with smooth vanilla and a clean, slightly salty warmth."
5054,"['thyme', 'rose petals', 'ylang-ylang', 'cumin', 'labdanum', 'sweat', 'animal notes', 'sandalwood']",animalic,"It smells like dried roses and herbs with a heavy, skin-like warmth — slightly sweaty and animalic, grounded by smooth wood and dark resin."
14260,"['wheat', 'pear', 'anise', 'clove', 'iris', 'rice', 'hazelnut', 'white musk', 'amber']",nutty,"It smells like toasted grain and powdered iris, with sweet pear juice, warm spices, and a soft musky-amber base."
10553,"['bergamot', 'goji berries', 'pomegranate', 'hibiscus', 'water lily', 'musk', 'virginia cedar']",floral,"It smells like tart berry juice and citrus peel at first, then watery florals with a soft, clean musk and dry wood underneath."
2524,"['aldehydes', 'coriander', 'clary sage', 'artemisia', 'bergamot', 'patchouli', 'carnation', 'geranium', 'vetiver', 'cinnamon', 'jasmine', 'orris root', 'lavender', 'civet', 'honey', 'leather', 'musk', 'oakmoss', 'amber', 'tonka bean', 'vanilla']",musky,"It smells like dusty powder and soap at first, then warm spices and dried flowers, finishing with sweet vanilla, earthy moss, and something animalic underneath."
17159,"['coconut', 'red apple', 'mandarin orange', 'jasmine', 'freesia', 'magnolia', 'cotton flower', 'sandalwood']",coconut,"It smells like creamy coconut and crisp apple at first, then white flowers with a subtle woody dryness underneath."
21730,"['lavender', 'mint', 'vanilla', 'benzoin', 'honey', 'tonka bean', 'tobacco']",vanilla,"It smells like sweet lavender and mint at first, then warm vanilla and honey, with a dry tobacco-tinged base underneath."
3576,"['saffron', 'ylang-ylang', 'cardamom', 'geranium', 'leather', 'egyptian jasmine', 'labdanum', 'animal notes', 'patchouli']",animalic,"It smells like spiced leather and dark resin, with heavy white flowers and something faintly animalic lurking underneath."
6522,"['pomegranate', 'persimmon', 'green accord', 'black orchid', 'lotus', 'champaca', 'mahogany', 'amber', 'black violet', 'whipped cream']",woody,"It smells like tart pomegranate and sweet persimmon over dark flowers, with creamy vanilla and warm wood in the base."
14788,"['saffron', 'ginger', 'sicilian mandarin', 'sicilian bergamot', 'amberwood', 'moroccan rose', 'egyptian jasmine', 'indonesian patchouli leaf', 'madagascar vanilla', 'white musk', 'sandalwood', 'oakmoss']",warm spicy,"It smells like warm spices and citrus peel at first, then creamy florals with a rich, woody-sweet base of amber and vanilla."
15934,"['mandarin orange', 'melon', 'jasmine', 'peach', 'ylang-ylang', 'oakmoss', 'vetiver']",earthy,"It smells like sweet melon and peach nectar, creamy tropical flowers, and a mossy-green base that's slightly earthy and damp."
1019,"['pink pepper', 'pear', 'grapefruit', 'rose', 'peony', 'geranium', 'vanilla', 'musk', 'tonka bean']",rose,"It smells like juicy pear and citrus at first, then soft roses and powdery flowers, finishing with sweet vanilla and something clean-musky."
16814,"['mandarin orange', 'jasmine', 'ginger', 'lily', 'salt', 'vanilla', 'ambergris', 'sandalwood']",salty,"It smells like salty ocean air mixed with white flowers, sweet citrus, and a warm, creamy base that's slightly powdery."
7477,"['rose', 'mimosa', 'hiacynth', 'geranium', 'green notes', 'nasturtium', 'orange blossom', 'hawthorn', 'cassia', 'bergamot', 'rose', 'violet', 'lily', 'lime blossom', 'ylang-ylang', 'lily-of-the-valley', 'jasmine', 'orris root', 'iris', 'musk', 'heliotrope', 'sandalwood', 'oakmoss', 'amber', 'cedar']",floral,"It smells like a crowded flower bouquet — powdery iris and rose petals, sweet orange blossom, with earthy moss and soft wood underneath."
4415,"['black cherry', 'raspberry', 'jasmine', 'rose', 'mimosa', 'vanilla', 'birch', 'vetiver']",cherry,"It smells like sweet dark cherries and berries mixed with powdery flowers, then smoky wood and something faintly earthy underneath."
16030,"['black currant', 'pink pepper', 'bergamot', 'jasmine', 'jasmine sambac', 'jasmine tea', 'bourbon vanilla', 'cashmeran', 'guaiac wood']",woody,"It smells like sweet jasmine tea with a tart berry sharpness, warm vanilla underneath, and dry smoky wood in the background."
3948,"['bergamot', 'ginger', 'mandarin orange', 'cardamom', 'lily', 'jasmine', 'violet leaf', 'pink pepper', 'rose', 'peony', 'black currant', 'woody notes', 'oakmoss', 'white musk', 'palisander rosewood', 'amber', 'vanilla', 'praline']",citrus,"It smells like fresh citrus and spicy ginger at first, then soft flowers with a peppery bite, settling into sweet vanilla and warm wood."
10276,"['nutmeg', 'gardenia', 'african orange flower', 'green notes', 'bergamot', 'tuberose', 'jasmine', 'honeysuckle', 'iris', 'peony', 'mace', 'vanilla', 'amber', 'woodsy notes', 'guaiac wood', 'virginia cedar']",white floral,"It smells like white flowers and warm spices at first, then creamy vanilla and dry wood, with a powdery sweetness running through it all."
6945,"['watery notes', 'grapefruit', 'raspberry', 'peony', 'jasmine', 'iris', 'pink pepper', 'suede', 'cedar', 'amber']",aquatic,"It smells like tart grapefruit and crushed raspberries, soft white flowers, and a dusty suede finish with warm wood underneath."
18657,"['metallic notes', 'aldehydes', 'cardamon', 'black pepper', 'water notes', 'violet leaf', 'ginger', 'neroli', 'lavender', 'beeswax', 'leather', 'lime (linden blossom)', 'cyclamen', 'oakmoss', 'honey', 'woody notes', 'amber', 'tonka bean', 'patchouli', 'vanilla', 'white musk', 'myrrh', 'cedar', 'gurjan balsam']",lavender,"It smells like beeswax and warm leather, with spicy ginger and pepper cutting through creamy vanilla and resinous amber."
10324,"['peach', 'citruses', 'plum', 'bergamot', 'mandarin orange', 'cinnamon', 'jasmine', 'lily-of-the-valley', 'vanille', 'sandalwood', 'amber', 'musk']",cinnamon,"It smells like ripe peaches and sweet plums dusted with cinnamon, then soft white flowers, finishing with creamy vanilla and warm wood."
19632,"['litchi', 'cassis', 'mandarin orange', 'water lily', 'peony', 'jasmine', 'ambroxan', 'praline', 'musk', 'vanilla', 'oak moss']",fresh,"It smells like sweet lychee and berries with a burst of citrus, then soft white flowers, finishing with vanilla and something clean-powdery."
19567,"['ginger', 'saffron', 'coriander', 'heliotrope', 'tobacco', 'agarwood (oud)', 'amberwood', 'olibanum', 'bourbon vanilla', 'cedar', 'musk', 'labdanum']",tobacco,"It smells like spiced amber and resinous woods — warm and slightly smoky, with sweet vanilla cutting through layers of dry tobacco and incense."
6433,"['fennel', 'mint', 'green notes', 'clary sage', 'oakmoss', 'fern', 'angelica', 'clover', 'galbanum', 'violet leaf', 'mastic or lentisque', 'oakmoss', 'soil tincture', 'boletus edulis', 'chestnut', 'vetiver', 'resins', 'pine tree needles', 'labdanum', 'leather']",earthy,"It smells like crushed ferns and damp soil, minty-sharp at first, then earthy mushroom and resinous pine with a dark, leathery base."
17954,"['lavender', 'bergamot', 'green leaves', 'coffee', 'cedar', 'vanilla', 'patchouli', 'tonka bean', 'amber']",coffee,"It smells like lavender and bergamot at first, then bitter coffee and cedar wood, finishing with sweet vanilla and something warm and resinous."
19574,"['watermelon', 'peach', 'bergamot', 'plum', 'violet', 'pine tree needles', 'mint', 'galbanum', 'carnation', 'cyclamen', 'hiacynth', 'lily', 'jasmine', 'rose', 'oakmoss', 'leather', 'cedar', 'musk', 'amber']",ozonic,"It smells like sweet fruit punch and fresh flowers at first, then dries down to something woody and slightly leathery with a clean, powdery finish."
11195,"['pineapple leaf', 'mandarin orange', 'bergamot', 'jasmine', 'brazilian rosewood', 'patchouli', 'vanilla', 'musk']",patchouli,"It smells like citrus peel and tropical fruit at first, then creamy jasmine and vanilla, with earthy patchouli and soft musk underneath."
8643,"['bergamot', 'petitgrain', 'lime (linden) blossom', 'lily-of-the-valley', 'tarragon', 'jasmine', 'rose', 'beeswax']",yellow floral,"It smells like fresh citrus peel and white flowers, with a green herbal sharpness and a soft waxy sweetness underneath."
9248,"['black pepper', 'sage', 'truffle', 'woodsy notes', 'vanila', 'frankincense']",earthy,"It smells like crushed black pepper and earthy sage at first, then a strange mushroom-like richness with dry wood and resinous smoke underneath."
11256,"['dew drop', 'green leaves', 'clove', 'bluebell', 'persimmon', 'peach', 'musk', 'powdery notes']",musky,"It smells like wet greenery and sweet stone fruit, with a spicy-powdery warmth that feels soft and slightly musky underneath."
10143,"['apple', 'sea notes', 'mint', 'coffee', 'milk', 'amber', 'leather', 'cedar', 'sandalwood', 'ambergris', 'musk']",coffee,"It smells like fresh apple and mint at first, then rich coffee with cream, settling into warm leather and smooth wood with a clean, slightly salty undertone."
7119,"['lime (linden blossom)', 'lily-of-the-valley', 'lilac', 'magnolia', 'bergamot', 'mandarin orange', 'jasmine', 'tuberose', 'ylang-ylang', 'peach', 'bulgarian rose', 'violet', 'carnation', 'nutmeg', 'musk', 'iris', 'sandalwood', 'amber', 'vanilla', 'cloves']",floral,"It smells like white flowers and citrus peel at first, then powdery violet and rose, with a warm, spiced vanilla and wood base underneath."
13119,"['jasmine', 'orange', 'bergamot', 'sicilian mandarin', 'gardenia', 'orange blossom', 'sandalwood', 'white amber', 'cedar', 'white musk']",white floral,"It smells like orange peel and jasmine with a clean, powdery sweetness, then settles into soft wood and something gently musky."
17093,"['lavender', 'citruses', 'cappuccino', 'cedar', 'vanilla']",coffee,"It smells like lavender and citrus peel over creamy coffee, with sweet vanilla and dry cedarwood underneath."
12242,"['pepper', 'orange blossom', 'patchouli', 'lavender', 'coffee', 'milk', 'tonka bean', 'siam benzoin', 'cypriol oil or nagarmotha', 'vanilla', 'cedar', 'vetiver']",lavender,"It smells like coffee with cream and vanilla, grounded by dry woods and earthy roots, with a faint spicy-floral edge."
9664,"['truffle', 'bergamot', 'strawberry', 'jasmine', 'tuberose', 'african orange flower', 'vanille', 'amber', 'virginia cedar']",white floral,"It smells like earthy mushroom and sweet berries at first, then heavy white flowers take over, finishing with soft vanilla and warm wood."
11197,"['almond', 'lime', 'pear', 'candied almond', 'sugar', 'peony', 'vanilla', 'tonka bean', 'amber', 'mahogany']",sweet,"It smells like sweet almond paste and vanilla sugar with a hint of lime zest, then settles into warm, woody amber."
19324,"['chestnut', 'sugar', 'sage', 'lavender', 'vanilla', 'smoke']",vanilla,"It smells like roasted chestnuts and caramelized sugar, with dried lavender and herbal sage, all wrapped in sweet vanilla and woodsmoke."
9717,"['tea leaf', 'black pepper', 'cardamom', 'whiskey', 'incense', 'opium', 'birch', 'tobacco', 'agarwood (oud)']",smoky,"It smells like smoky tea and spices, then whiskey-soaked tobacco, finishing with dark resinous wood and something faintly medicinal."
14157,"['pear', 'tangerine', 'bergamot', 'strawberry', 'vanilla orchid', 'black rose', 'passionfruit', 'praline', 'caramel', 'litchi', 'vanilla', 'patchouli', 'incense', 'coffee', 'licorice', 'coumarin', 'papyrus']",sweet,"It smells like sweet fruit syrup mixed with burnt caramel, dark coffee, and something smoky-resinous that lingers underneath."
4962,"['rose petals', 'lemon', 'bergamot', 'rose', 'salt', 'lime (linden) blossom', 'grass', 'sea water', 'musk', 'oakmoss']",marine,"It smells like fresh roses with a sharp citrus brightness, then turns salty and green — like cut grass meeting ocean spray, with a soft mossy base."
5797,"['lavender', 'clary sage', 'leather', 'bitter almond', 'vanilla', 'orris', 'leather', 'tonka bean', 'cashmeran', 'white woods', 'amber']",aromatic,"It smells like lavender and powdery iris at first, then soft leather and sweet almond, with a warm vanilla-amber base that feels almost fuzzy."
1086,"['rhubarb', 'violet leaf', 'lily-of-the-valley', 'rose', 'oakmoss', 'patchouli', 'musk']",white floral,"It smells like tart rhubarb and green stems at first, then soft roses and powdery florals, with earthy moss and musk anchoring everything below."
3932,"['apple', 'tea', 'ozonic notes', 'mandarin orange', 'osmanthus', 'magnolia', 'lily', 'earthy notes', 'patchouli', 'jasmine', 'amber', 'orris', 'bamboo', 'musk', 'civet', 'sandalwood', 'vanilla']",earthy,"It smells like crisp apple and tea with white flowers, then settles into soft powder and warm wood with an animalic musk underneath."
15009,"['licorice', 'lime', 'star anise', 'cacao pod', 'violet', 'jasmine', 'amber', 'patchouli', 'sandalwood', 'cedar']",soft spicy,"It smells like black licorice and lime zest at first, then powdery violets and white flowers, settling into warm resinous wood with an earthy, slightly sweet base."
9628,"['pink pepper', 'red currant', 'bay leaf', 'rose', 'lotus', 'patchouli', 'vanilla', 'amber', 'musk']",soft spicy,"It smells like tart berries and soft roses with a warm, slightly earthy sweetness underneath from vanilla and powdery musk."
12808,"['ginger', 'bitter orange', 'jasmine sambac', 'orange blossom', 'rose', 'honey', 'amber', 'caramel', 'vanilla', 'sandalwood', 'cashmere wood']",honey,"It smells like honeyed jasmine and orange peel at first, then sweetens into caramel and vanilla with a soft, woody warmth underneath."
12816,"['pear', 'apple', 'citruses', 'ambrette (musk mallow)', 'amyl salicylate', 'moss', 'jasmine', 'iso e super', 'cetalox', 'ambrettolide', 'helvetolide']",musky,"It smells like crisp pear and apple with a burst of citrus, then soft jasmine over a clean, slightly mossy base that feels warm and skin-like."
3264,"['green notes', 'rice flower', 'iris', 'bergamot', 'lotus', 'rhubarb', 'lily', 'ginger', 'orchid', 'musk', 'sandalwood', 'amber']",green,"It smells like fresh-cut stems and wet petals, with a sharp citrus edge, soft powder, and a creamy wood-musk base."
5740,"['pear', 'black currant', 'pink pepper', 'grapefruit', 'pineapple', 'rose', 'jasmine', 'heliotrope', 'vanilla', 'cedar', 'amberwood', 'patchouli']",fruity,"It smells like sweet fruit candy and pink peppercorns at first, then creamy flowers with a hint of almond, settling into soft vanilla and dry wood."
19534,"['ginger', 'bitter orange', 'mandarin orange', 'bergamot', 'kulfi', 'rose', 'orange blossom', 'jasmine', 'vanilla', 'amber', 'sandalwood', 'mastic or lentisque']",sweet,"It smells like creamy vanilla ice cream with candied orange peel, spiced ginger, and soft white flowers, settled on smooth sandalwood."
19538,"['lemon', 'bergamot', 'neroli', 'rose de mai', 'hyacinth', 'cedar', 'clary sage', 'geranium', 'tonka bean', 'musk', 'amber']",citrus,"It smells like fresh citrus and herbs at first, then soft flowers and wood, finishing with a warm, slightly sweet powder."
14747,"['orris root', 'rum', 'iris', 'rose', 'jasmine', 'agarwood (oud)', 'woodsy notes', 'civetta']",iris,"It smells like powdery iris and dark roses, with boozy rum sweetness over dry wood and something faintly animalic."
11718,"['peach', 'apricot', 'pear', 'black currant', 'green apple', 'sandalwood', 'jasmine', 'moss', 'vanilla', 'cedar', 'musk']",fruity,"It smells like ripe peaches and apricots with a jammy sweetness, backed by pale woods and soft white flowers."
815,"['anise', 'spices', 'melon', 'eucalyptus', 'woodsy notes', 'musk']",anis,"It smells like black licorice and fresh melon at first, then turns into eucalyptus cough drops with dry wood and soft musk underneath."
6868,"['narcissus', 'night blooming jasmine', 'almond', 'sandalwood']",almond,"It smells like sweet white flowers with a creamy almond note, grounded by smooth, warm wood."
5490,"['pear', 'mandarin orange', 'green notes', 'orchid', 'toffee', 'patchouli']",sweet,"It smells like ripe pear and citrus peel at first, then a creamy sweetness like burnt sugar, finishing with dark earthy undertones."
21352,"['frankincense', 'raspberry', 'saffron', 'pear', 'musk', 'damask rose', 'orange blossom', 'agarwood', 'leather', 'patchouli', 'ambergris']",oud,"It smells like sweet raspberry and pear against smoky incense, then powdery rose and orange blossom, finishing with dark leather and musky woods."
3681,"['black currant', 'mandarin orange', 'orange blossom', 'hibiscus seed', 'grapefruit blossom', 'patchouli', 'amber', 'musk']",patchouli,"It smells like tart berries and citrus peel at first, then waxy white flowers with an earthy, slightly sweet base."
2359,"['peach', 'bergamot', 'mandarin orange', 'lemon', 'water lily', 'mimosa', 'tuberose', 'melon', 'lotus', 'pineapple', 'jasmine', 'lily-of-the-valley', 'rose', 'patchouli', 'black locust', 'sandalwood', 'cedar', 'tonka bean']",white floral,"It smells like juicy tropical fruit and citrus peel at first, then creamy white flowers, finishing with soft woods and vanilla-like sweetness."
21270,"['beeswax', 'birch', 'cloves', 'cardamom', 'leather', 'turkish rose', 'orange blossom', 'jasmine', 'civet', 'beeswax', 'agarwood (oud)', 'sandalwood', 'amber', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha', 'musk']",animalic,"It smells like waxy honey, worn leather, and powdery spices, with creamy white flowers giving way to smoky woods and something faintly animalic."
10656,"['peach', 'mandarin orange', 'orange', 'caramel', 'orange blossom', 'jasmine', 'amber', 'sandalwood', 'guaiac wood', 'cedar']",caramel,"It smells like candied orange peel and fuzzy peach skins, with a creamy sweetness that fades into warm, slightly dusty wood."
13893,"['litchi', 'peony', 'amalfi lemon', 'pink pepper', 'rose', 'jasmine', 'freesia', 'patchouli', 'vetiver', 'cedar', 'ambrette (musk mallow)']",woody,"It smells like sweet lychee juice and bright lemon peel at first, then soft florals with a peppery bite, settling into earthy woods and clean musk."
11490,"['orange', 'violet', 'rooibos tea', 'cinnamon', 'iris', 'incense', 'vanilla']",smoky,"It smells like sweet orange peel and powdered iris root, with warm cinnamon tea and a soft vanilla-incense base."
6135,"['cappuccino', 'coffee', 'sweet notes', 'coffee', 'caramel', 'almond', 'vanilla', 'resin', 'amber']",coffee,"It smells like sweet coffee with caramel and almond, then warm vanilla and amber resin underneath."
17965,"['brazilian rosewood', 'coriander', 'mahogany', 'sicilian mandarin', 'cinnamon', 'damask rose', 'carnation', 'sandalwood', 'tobacco', 'vanilla', 'leather', 'amber', 'ambrette (musk mallow)']",woody,"It smells like dark wood and spice, with dried tobacco leaves, soft leather, and a warm sweetness from vanilla and amber underneath."
3168,"['citruses', 'cassia', 'pink pepper', 'lily-of-the-valley', 'mimosa', 'violet', 'heliotrope', 'vetiver', 'vanilla']",fresh,"It smells like powdery violets and vanilla with bright citrus on top, then a spicy-woody warmth and soft white flowers underneath."
4260,"['spices', 'aldehydes', 'narcissus', 'lavender', 'orange', 'peach', 'coca-cola', 'bergamot', 'spicy notes', 'cloves', 'cinnamon', 'rose', 'ylang-ylang', 'jasmine', 'lily-of-the-valley', 'cassia', 'orchid', 'incense', 'tolu balsam', 'peru balsam', 'oakmoss', 'patchouli', 'amber', 'vetiver', 'vanilla', 'musk']",warm spicy,"It smells like spiced cola and orange peel over heavy incense, sweet resin, and powdery white flowers with a dark, earthy base."
10347,"['bergamot', 'mandarin orange', 'lemon', 'bitter orange', 'lavender', 'rosemary', 'myrtle', 'african orange flower', 'neroli', 'jasmine', 'pitosporum', 'amber', 'angelica', 'ambrette (musk mallow)']",citrus,"It smells like citrus peels and lavender soap at first, then white flowers and herbs, with a soft musky-amber warmth underneath."
4780,"['aldehydes', 'orange', 'honey', 'geranium', 'musk', 'patchouli', 'amber']",aldehydic,"It smells like waxy citrus peel and honey at first, then powdery florals with a warm, slightly earthy sweetness underneath."
9276,"['freesia', 'lily-of-the-valley', 'rose', 'palm tree', 'narcissus', 'lily', 'gardenia', 'black currant', 'musk', 'oakmoss']",green,"It smells like white flowers and roses with a sharp green edge, then settles into something musky and slightly mossy underneath."
10975,"['hazelnut', 'coffee', 'cinnamon', 'tuberose', 'coconut', 'jasmine sambac', 'vanilla', 'white musk', 'cedar']",nutty,"It smells like sweet coffee with hazelnut cream, warm cinnamon, and white flowers — creamy and soft, with a clean vanilla-wood base."
20334,"['violet leaf', 'bergamot', 'black tea', 'cinnamon', 'pimento', 'tobacco leaf', 'myrrh', 'musk', 'olive tree']",warm spicy,"It smells like bitter green leaves and bergamot at first, then spiced black tea with cinnamon, finishing with dry tobacco and warm resinous wood."
2386,"['violet leaf', 'cardamom', 'red currant', 'almond', 'lily-of-the-valley', 'jasmine', 'heliotrope', 'musk', 'benzoin']",almond,"It smells like crushed green leaves and cardamom spice, then sweet almond paste with white flowers, finishing with a soft powdery musk."
