embedding_id,all_notes,mainaccord1,target_description
15336,"['rum', 'dark chocolate', 'coffee', 'almond', 'heliotrope', 'caramel', 'sugar cane', 'sandalwood', 'vetiver']",sweet,"It smells like a Cuban café at sunrise — bitter espresso cutting through sweet rum-soaked pastries, with wooden countertops and the ghost of burnt sugar in the air."
10559,"['watery notes', 'tea', 'driftwood']",aquatic,"It smells like standing on a misty dock at dawn, where wet wood planks meet cold air and someone nearby is steeping green tea."
5460,"['ginger', 'pepper', 'black basil', 'sage', 'cedar', 'amber', 'suede', 'brazilian redwood', 'patchouli']",fresh spicy,"It smells like a leather jacket hanging in a spice cabinet, with hints of pencil-wood and dried herbs tucked into the pockets."
7676,"['rum', 'passionfruit', 'gardenia', 'musk', 'vanille', 'tonka bean']",vanilla,"It smells like a tropical drink spilled on white flowers, with a creamy sweetness underneath that reminds you of custard cooling on a countertop."
1954,"['aldehydes', 'ozonic notes', 'watery notes', 'ginger', 'green notes', 'floral notes', 'mint', 'pepper', 'musk', 'vetiver', 'incense']",fresh,"It smells like standing on a cold pier in the morning — wet stone, crushed mint leaves, and distant smoke drifting over the water."
5264,"['amalfi lemon', 'cornflower or sultan seeds', 'pink pepper', 'patchouli', 'vanille']",patchouli,It smells like a citrus grove at dusk — bright lemon zest mingles with earthy spice and a hint of vanilla cream from a nearby café.
12171,"['bamboo', 'pear', 'lotus', 'tea', 'cassia', 'musk', 'guaiac wood', 'oakmoss']",woody,"It smells like a wet bamboo garden after rain, where overripe pears have fallen near a pond and someone's brewing weak tea nearby."
12915,"['melon', 'tonic water', 'gin', 'violet leaf', 'sichuan pepper', 'citruses', 'musk', 'suede', 'amber']",ozonic,"It smells like the cool, metallic tang of cucumber water mixed with gin and tonic, followed by a soft, powdery violet with a tingle of black pepper, all settling into something that resembles the inside of a well-worn leather handbag."
21305,"['white honey', 'tobacco', 'vanille', 'cacao', 'patchouli', 'amber', 'french labdanum', 'styrax']",sweet,"It smells like the inside of a dimly lit apothecary where honeycomb sits next to dark chocolate bars, dried tobacco leaves, and chunks of tree resin."
18514,"['aldehydes', 'coriander', 'gardenia', 'green notes', 'lemon', 'carnation', 'narcissus', 'orris root', 'rose', 'jasmine', 'lily-of-the-valley', 'leather', 'oakmoss', 'vetiver', 'patchouli', 'amber', 'coconut', 'tonka bean']",earthy,"It smells like old-fashioned hairspray meeting powdered soap in a vintage leather handbag, with something green and waxy like snapped flower stems cutting through the sweetness."
12266,"['watermelon', 'cucumber', 'kiwi', 'nectarine', 'lime (linden blossom)', 'jasmine', 'honeysuckle', 'lily-of-the-valley', 'vetiver', 'woodsy notes', 'musk']",ozonic,"It smells like a fruit salad left on a picnic table near blooming honeysuckle vines, with something green and crisp underneath like snapped celery stalks."
14392,"['almond', 'orange blossom', 'petitgrain', 'bergamot', 'heliotrope', 'iris', 'ylang-ylang', 'jasmine', 'rose', 'vanilla', 'tonka bean', 'tolu balsam', 'peru balsam', 'musk']",almond,"It smells like marzipan dissolving into orange flower water, then slowly becoming powdery and resinous, like the inside of an old wooden jewelry box lined with vanilla-scented fabric."
17033,"['lime', 'bergamot', 'tuberose', 'pear', 'mandarin orange', 'pineapple', 'heliotrope', 'orris root', 'jasmine', 'lily-of-the-valley', 'sandalwood', 'vanilla', 'musk', 'almond', 'tonka bean', 'cedar', 'amber']",powdery,"It smells like a fruit salad left on a wooden table in a florist's shop, where the tropical sweetness mingles with white flowers and a hint of powdery makeup compacts."
18389,"['litchi', 'ginger', 'bergamot', 'peony', 'turkish rose', 'cacao', 'patchouli']",fresh,It smells like a florist's workbench after someone spilled hot chocolate — powdery pink petals mixed with earthy dirt and a handful of candied ginger from the break room.
8982,"['rhubarb', 'raspberry', 'amyl salicylate', 'rose', 'leather', 'animal notes', 'oakmoss', 'cedar']",animalic,"It smells like tart rhubarb pie cooling on a windowsill next to a worn leather jacket, with something faintly wild and mossy clinging to the fabric."
2101,"['cherry', 'melon', 'raspberry', 'red rose', 'peony', 'orange blossom', 'hazelnut', 'musk', 'amber']",nutty,"It smells like the sticky-sweet juice of maraschino cherries mixed with honeyed cantaloupe, followed by a powdery floral shop bouquet and toasted hazelnuts cooling on a counter."
1270,"['coca-cola', 'lime', 'cinnamon', 'apple', 'nutmeg', 'cedar', 'amberwood']",coca-cola,"It smells like spiced cola with a squeeze of citrus, gradually settling into the warm, slightly sweet scent of a wooden spice cabinet."
7404,"['plum', 'italian mandarin', 'pink pepper', 'rose', 'jasmine', 'lily-of-the-valley', 'patchouli', 'vanilla', 'white musk']",patchouli,"It smells like ripe plums dusted with black pepper beside a florist's workbench, where crushed flower stems meet the sweetness of vanilla extract."
14876,"['smoke', 'pineapple', 'grapefruit', 'olibanum', 'atlas cedar', 'clary sage', 'leather', 'tonka bean', 'patchouli']",smoky,"It smells like a leather jacket left near a bonfire while someone's grilling caramelized pineapple, with hints of bitter citrus rind and church incense drifting through."
18765,"['butter', 'salt', 'toast', 'cookie dough', 'hazelnut cocoa spread', 'hazelnut']",nutty,"It smells like spreading Nutella on warm buttered toast, with that slightly salty-sweet contrast you get from salted cookies still soft from the oven."
16211,"['grapefruit', 'mandarin orange', 'sea water', 'juniper', 'musk', 'amberwood']",aromatic,It smells like standing on a sailboat deck at dawn — citrus zest mixing with salt spray and sun-warmed wooden planks.
3572,"['mineral notes', 'citruses', 'italian lemon', 'green leaves', 'calabrian bergamot', 'pebbles', 'sage', 'orris', 'geranium', 'woody notes', 'musk', 'amber', 'sandalwood', 'patchouli']",mineral,"It smells like wet stones by a Mediterranean garden — sharp citrus and herbs at first, then something quietly earthy and powdery, like touching an old wooden cabinet that's been closed for years."
13816,"['bergamot', 'tuberose', 'violet', 'rose', 'patchouli']",tuberose,"It smells like a florist's cooler at closing time — white flowers slightly wilted, their sweetness mixing with the earthy scent of wet stems and cardboard boxes."
12460,"['tea', 'cranberry', 'amalfi lemon', 'peony', 'jasmine', 'water lily', 'woodsy notes', 'patchouli']",fresh,"It smells like a botanical garden greenhouse after rain — tart cranberry mixed with wet flowers, lemony tea in the background, and dirt-caked wooden benches."
11525,"['grapefruit', 'smoke', 'juniper', 'leather', 'vetiver']",smoky,It smells like a worn motorcycle jacket left near a gin distillery — sharp citrus cutting through charred wood and dry grass.
16489,"['oregano', 'pepper', 'bergamot', 'incense', 'opoponax', 'amber', 'labdanum', 'agarwood (oud)', 'leather', 'sandalwood', 'patchouli']",amber,"It smells like a leather jacket left hanging in an old church — spicy, resinous, and slightly smoky, with something dark and woody clinging to the collar."
5508,"['licorice', 'lemon', 'patchouli', 'amber', 'floral notes', 'vetiver', 'white musk']",soft spicy,"It smells like anise cookies left near a drawer of old postcards and dried bouquets, with something clean and slightly soapy lingering in the air."
21821,"['turkish rose', 'indian oud', 'woodsy notes', 'exotic spices', 'cambodian oud', 'amber', 'rose', 'animal notes', 'musk', 'powdery notes']",animalic,"It smells like an old wooden jewelry box lined with velvet, holding dried rose petals and something faintly sweaty — almost like a grandmother's attic mixed with incense smoke."
7670,"['white musk', 'peony', 'freesia', 'green notes', 'peach', 'plum', 'lily', 'lily-of-the-valley', 'green grass', 'jasmine', 'ylang-ylang', 'rose', 'coffee', 'vanilla', 'sandalwood', 'coriander', 'incense', 'tonka bean', 'cedar']",floral,It smells like a florist's cold storage room at dawn — dewy petals and crushed stems mixed with the lingering scent of yesterday's spilled coffee grounds and wooden crates.
18606,"['sichuan pepper', 'cardamom', 'bergamot', 'neroli', 'tobacco leaf', 'incense', 'juniper berries', 'leather', 'cypriol oil or nagarmotha', 'tonka bean', 'musk']",fresh spicy,"It smells like a worn leather jacket hanging in a spice shop, where smoke from burning incense drifts through bags of dried berries and sweet beans."
20260,"['cinnamon', 'pepperwood or hercules club', 'tobacco', 'osmanthus', 'olibanum', 'labdanum', 'vanilla', 'patchouli', 'musk', 'vetiver', 'cedar']",tobacco,It smells like the wooden counter of an old apothecary shop where dried tobacco leaves sit next to jars of sweet spices and resinous incense sticks.
11910,"['plum', 'cinnamon', 'elemi', 'tuberose', 'ylang-ylang', 'rose', 'vanilla', 'vetiver', 'musk', 'ambroxan']",tuberose,"It smells like overripe fruit beside a spice drawer, with white flowers that verge on medicinal—sharp at first, then settling into something sweeter and slightly woody."
9918,"['plum', 'wild berries', 'coriander', 'anise', 'brazilian rosewood', 'tuberose', 'incense', 'white honey', 'cinnamon', 'opoponax', 'carnation', 'jasmine', 'african orange flower', 'rose', 'vanille', 'amber', 'sandalwood', 'heliotrope', 'musk', 'vetiver', 'virginia cedar']",fruity,"It smells like a spiced fruit compote left to simmer in a wooden temple, where incense smoke mingles with overripe plums and honeyed florals that cling to ancient cedar beams."
4595,"['rum', 'davana', 'honey', 'bran', 'cinnamon', 'vanilla', 'cacao', 'sandalwood']",honey,"It smells like a bakery in an old wooden barn — sweet grain mixed with dark chocolate, sticky honey, and a hint of rum-soaked raisins drying on warm wood."
15331,"['green tea', 'bergamot', 'rose', 'sandalwood', 'cedar', 'jasmine', 'leather', 'vanilla', 'amber', 'musk', 'oakmoss']",leather,"It smells like a wooden jewelry box lined with soft suede, holding dried tea leaves and a faintly sweet, powdery sachet that someone tucked between folded cashmere sweaters."
12742,"['violet leaf', 'violet', 'iris', 'african orange flower', 'lily-of-the-valley', 'jasmine', 'vetyver', 'nutmeg', 'sandalwood', 'raspberry']",violet,"It smells like crushed violet stems and powdery iris root mixed with tart raspberry, all sitting on freshly turned earth with a hint of spice."
15391,"['grapefruit', 'pink pepper', 'lavender', 'vetyver', 'vanille', 'amber']",lavender,"It smells like the sharp tang of citrus peel mixed with soapy herbs, settling into something earthy and sweet like dried grass tucked into a vanilla-scented drawer."
8938,"['watery notes', 'almond', 'spices', 'neroli', 'coumarin', 'vetiver', 'patchouli']",aquatic,"It smells like standing near a harbor with almond pastries cooling on a stone wall, mixed with the scent of old wooden boats and someone's spiced cologne drifting past."
13684,"['spices', 'mate', 'citruses', 'mandarin orange', 'flowers', 'tobacco', 'immortelle', 'labdanum', 'vetiver', 'patchouli', 'mate', 'tobacco', 'leather', 'exotic woods', 'amber', 'vanilla', 'tonka bean', 'musk']",tobacco,"It smells like a leather jacket left in a tobacco shop, with sweet vanilla and orange peel tucked into the pockets."
10348,"['mint', 'bergamot', 'grapefruit', 'lavender', 'granny smith apple', 'cranberry', 'rose', 'cotton flower', 'cactus', 'amber']",green,"It smells like a soapy hotel bathroom meets tart green apples and berry juice, with something oddly watery and plant-like hovering in the background."
18676,"['black pepper', 'bitter orange', 'neroli', 'saffron', 'cardamom', 'olibanum', 'agarwood (oud)', 'patchouli', 'leatherwood']",oud,"It smells like a spice market at dawn — sharp pepper and cardamom cutting through incense smoke, with the dusty leather of old suitcases stacked in the corner."
11553,"['bergamot', 'lemon', 'seaweed', 'calone', 'hedione', 'musk', 'ambroxan', 'cedar']",musky,"It smells like standing on a weathered dock at dawn — citrus cutting through salt air, wet wood, and that clean mineral scent of ocean spray drying on your arms."
11720,"['honeysuckle', 'tangerine', 'rose', 'jasmine', 'tiare flower', 'peony', 'clementine', 'musk', 'sandalwood', 'patchouli']",white floral,"It smells like standing near a blooming hedge on a humid summer evening while someone peels a clementine nearby, leaving a powdery sweetness hanging in the thick air."
18798,"['myrhh', 'clary sage', 'coriander', 'bergamot', 'lime', 'amalfi lemon', 'rose', 'thyme', 'basil', 'jasmine', 'castoreum', 'oakmoss', 'patchouli', 'french labdanum']",aromatic,"It smells like a Mediterranean herb garden after rain, where crushed basil and thyme mingle with wet moss and resinous tree bark, then softens into something darker and slightly animalic underneath."
13840,"['plum', 'musk', 'heliotrope', 'suede']",musky,"It smells like purple jam next to old leather gloves, with a powdery almond sweetness that softens everything into something vaguely nostalgic."
20561,"['rosemary', 'pink pepper', 'petitgrain', 'jasmine', 'neroli', 'orris root', 'ylang-ylang', 'sandalwood', 'vetiver', 'cedar', 'patchouli']",woody,"It smells like a botanical garden at dusk — herbal and slightly peppery at first, then soft white flowers emerge, settling into smooth, earthy woods with a powdery finish."
7611,"['chestnut', 'whipped cream', 'cumin', 'tuberose', 'geranium', 'cypress', 'milk', 'vanilla pod', 'musk', 'tonka bean']",lactonic,It smells like a bakery next to a flower shop — sweet roasted chestnuts and vanilla cream pastries mixing with waxy white flowers and a hint of earthy spice from the garden outside.
12843,"['almond', 'aldehydes', 'anise', 'rose', 'agarwood', 'leather', 'musk', 'vanilla', 'heliotrope', 'cedar']",oud,"It smells like marzipan and black licorice next to a worn leather jacket, with powdery florals drifting through old wooden drawers lined with vanilla-scented paper."
16048,"['petitgrain', 'bergamot', 'lavender', 'tonka bean', 'vetiver', 'patchouli', 'labdanum', 'agarwood (oud)', 'musk']",lavender,"It smells like a barber shop after hours — cologne bottles, shaving cream residue, and wooden cabinets with a faint smoky incense trail from the apartment upstairs."
19786,"['lemon verbena', 'iris', 'violet leaf', 'ambergris', 'sandalwood']",citrus,"It smells like crushed green stems and pale powdered flowers, with something faintly salty and woody drifting underneath like sun-warmed driftwood."
15649,"['grapefruit', 'bergamot', 'orange', 'rose', 'geranium', 'jasmine', 'narcissus', 'peach', 'patchouli', 'sandalwood', 'olibanum', 'tonka bean', 'vanille', 'white musk', 'cloves', 'benzoin']",warm spicy,It smells like a florist's cooler at sunrise — dewy white petals and stone fruit mixed with the resinous sweetness of church incense and weathered wooden shelves.
15043,"['raspberry', 'bergamot', 'orange', 'pepper', 'vetiver', 'magnolia', 'sandalwood', 'amber', 'musk']",fruity,"It smells like a fruit stand near a spice shop — tart raspberry and citrus mixed with cracked pepper, settling into creamy wood and soft powder."
12519,"['animal notes', 'woody notes', 'violet', 'leather', 'incense', 'cade oil', 'labdanum', 'cedar', 'patchouli', 'vanilla']",animalic,"It smells like a worn leather jacket hanging in a closet next to burning church incense, with hints of violet potpourri and sweet resin tucked into the pockets."
5667,"['absinthe', 'bergamot', 'lemon', 'peru balsam', 'orange blossom', 'spices', 'carnation', 'musk']",balsamic,"It smells like a spice cabinet left open near a bowl of citrus fruits, with something slightly soapy and anise-like hovering in the background."
19940,"['coca-cola', 'mandarin orange', 'jasmine', 'tuberose', 'tonka bean', 'sandalwood', 'amber']",coca-cola,"It smells like spilled soda fizzing next to a bouquet of white flowers someone left on a wooden table, with a faint sweetness lingering in the air like vanilla extract."
5553,"['almond milk', 'bergamot', 'pink pepper', 'heliotrope', 'jasmine sambac', 'carnation', 'sandalwood', 'cashmere wood', 'benzoin']",almond,"It smells like powdered sugar dusted over warm almond pastries, with a subtle peppery bite and the creamy sweetness of vanilla pudding left in a wooden bowl."
18394,"['star anise', 'tobacco', 'amber', 'leather']",anis,"It smells like the inside of an old spice merchant's leather satchel — sweet licorice and dried tobacco leaves tucked into worn brown leather, with something resinous and golden clinging to the seams."
20476,"['bergamot', 'angelica', 'patchouli', 'coumarin', 'amber', 'musk']",amber,"It smells like the air in an old bookshop — dusty paper mixed with citrus cleaning solution and something faintly sweet, like vanilla extract someone spilled years ago."
251,"['mango', 'orange', 'ylang-ylang', 'jasmine', 'neroli', 'agarwood (oud)', 'oak moss', 'vetyver', 'virginia cedar']",tropical,"It smells like a tropical fruit stand next to a woodworking shop — ripe mango and orange meet jasmine flowers, then smoky oud and sawdust take over."
21507,"['apple', 'cinnamon', 'wild lavender', 'bergamot', 'orange blossom', 'lily-of-the-valley', 'vanilla', 'tonka bean', 'amber', 'patchouli']",vanilla,It smells like baked apples dusted with cinnamon sitting next to a bouquet of wildflowers someone left on a vanilla-scented wooden table.
3496,"['carnation', 'aldehydes', 'rose', 'neroli', 'brazilian rosewood', 'peach', 'bergamot', 'carnation', 'cloves', 'gardenia', 'jasmine', 'ylang-ylang', 'rose', 'violet', 'orris root', 'rosemary', 'orchid', 'spices', 'iris', 'oakmoss', 'musk', 'sandalwood', 'benzoin', 'amber', 'vetiver', 'cedar']",warm spicy,"It smells like the powdery interior of an old compact mirror mixed with spiced flowers from a grandmother's dresser, finishing with the mossy scent of aged wooden furniture."
4498,"['jasmine', 'tuberose', 'rangoon creeper']",white floral,"It smells like standing too close to night-blooming flowers in a tropical garden — heady, almost dizzying sweetness with a waxy, green edge that clings to your clothes."
19553,"['juniper', 'black pepper', 'bergamot', 'cinnamon', 'iris', 'orange blossom', 'vanilla', 'amber', 'vetiver']",fresh spicy,"It smells like gin with a dusting of cinnamon sugar, cut through by powdery iris and the faint sweetness of orange blossoms over dry grass."
12386,"['lemon', 'water notes', 'sea salt', 'peach', 'musk', 'cedar']",salty,"It smells like a salt-dried beach towel left in the sun next to a bowl of overripe peaches, with something woody and clean drifting in from somewhere."
16026,"['bitter almond', 'black cherry', 'cherry liqueur', 'sour cherry', 'plum', 'turkish rose', 'jasmine sambac', 'vanilla', 'tonka bean', 'cinnamon', 'peru balsam', 'benzoin', 'sandalwood', 'cloves', 'cedar', 'patchouli', 'vetiver']",cherry,"It smells like maraschino cherries soaked in almond liqueur, resting on a wooden bar counter next to someone wearing spiced rose perfume."
3124,"['litchi', 'bergamot', 'peach', 'peony', 'orange blossom', 'jasmine', 'petalia', 'musk', 'moss', 'woody notes']",white floral,"It smells like a fruit stand next to a florist shop on a humid morning, where overripe peaches and lychees sit near white flowers, all settling into something soft and slightly dusty."
6858,"['patchouli', 'birch', 'styrax', 'vanilla']",leather,"It smells like a leather jacket hung in a smoky bar, sweet and slightly burnt around the edges."
11721,"['violet leaf', 'artemisia', 'mandarin orange', 'white pepper', 'cedar', 'nutmeg', 'white musk', 'tonka bean', 'vetiver']",fresh spicy,"It smells like crushed green stems mixed with orange zest and black peppercorns, drying down to something woody and slightly sweet, like cedar chips dusted with spice."
21139,"['peach', 'bergamot', 'aldehydes', 'cambodian oud', 'carnation', 'patchouli', 'angelica', 'russian leather', 'musk', 'amber', 'oakmoss', 'patchouli']",animalic,It smells like vintage department store cosmetics — powdery peach lipstick and spiced carnations — layered over old leather boots that have been stored in a mossy basement trunk.
12480,"['lavender', 'bergamot', 'patchouli', 'bulgarian rose', 'white musk', 'ambroxan', 'vanilla', 'labdanum', 'tonka bean']",patchouli,"It smells like a grandmother's linen closet where dried lavender sachets rest on old wooden shelves, slightly dusty and sweet, with faint traces of soap and powder."
21755,"['pink pepper', 'juniper', 'violet', 'toffee', 'cinnamon', 'lavender', 'sage', 'vanilla', 'amber', 'tonka bean', 'suede']",vanilla,"It smells like a worn leather jacket draped over a chair in a bakery, where spiced cookies cool next to bundles of dried herbs."
18479,"['incense', 'pimento', 'bergamot', 'rose', 'leather', 'tobacco', 'guaiac wood', 'cashmere wood', 'musk']",smoky,"It smells like a worn leather jacket draped over a church pew, with spiced smoke clinging to the fabric and a faint trace of dried roses tucked in the pocket."
12277,"['bergamot', 'citruses', 'green mandarin', 'fig', 'pear', 'cardamom', 'lily', 'jasmine', 'narcissus', 'virginia cedar', 'musk', 'olive tree', 'sandalwood']",citrus,"It smells like a Mediterranean garden at dawn — juicy pear and fig mingling with white flowers, backed by the dry, silvery scent of olive branches and cedarwood."
15979,"['anise', 'licorice', 'violet', 'ivy', 'wormwood', 'basil', 'rum', 'tonka bean', 'almond', 'sandalwood', 'vanilla', 'praline', 'vetiver', 'cedar', 'labdanum']",soft spicy,It smells like black jelly beans dipped in dark rum beside a wooden jewelry box filled with sugared almonds and dried violets.
8282,"['lemon', 'pear', 'violet leaf', 'black currant', 'peony', 'jasmine sambac', 'jasmine', 'cedar', 'cashmere wood']",fresh,"It smells like a fruit stand next to a florist shop — tart citrus and soft pears mingling with white flowers, grounded by clean wood shavings."
19310,"['black pepper', 'cardamom', 'caraway', 'rose', 'nutmeg', 'sandalwood']",fresh spicy,"It smells like the spice drawer at your grandmother's house mixed with dried rose petals from an old book, finishing with the scent of wooden prayer beads."
12853,"['lavender', 'apple', 'black pepper', 'coriander', 'tonka bean', 'labdanum']",fresh spicy,"It smells like a tart green apple dusted with cracked pepper, resting on a bed of dried lavender sachets and sticky tree resin."
15966,"['petitgrain', 'neroli', 'chamomile', 'basil']",herbal,"It smells like crushed herbs from a summer garden mixed with orange blossoms, slightly medicinal and green, like a calming tea someone spilled on their wrists."
300,"['black pepper', 'bergamot', 'cardamom', 'labdanum', 'henna', 'metallic notes', 'ozonic notes', 'iris', 'suede', 'animal notes', 'cedar', 'saffron']",metallic,"It smells like a leather jacket left out in cold rain, with hints of spice drawer mustiness and an oddly metallic, almost blood-like edge that's both unsettling and magnetic."
12655,"['grass', 'green notes', 'heather', 'artemisia', 'arnica', 'leather', 'vetiver', 'vanille']",herbal,"It smells like a leather jacket left outside on wet grass overnight, with a faint sweetness clinging to the collar."
14825,"['truffle', 'plum', 'rum', 'ylang-ylang', 'black orchid', 'patchouli']",earthy,"It smells like a dark, boozy fruit compote left in a velvet-lined jewelry box, with an earthy, almost mushroomy undercurrent that feels both indulgent and slightly mysterious."
20487,"['ginger', 'bergamot', 'lemon', 'spices', 'violet leaf', 'white pepper', 'basil', 'tonka bean', 'cedar', 'tahitian vetiver']",warm spicy,"It smells like crushing fresh basil stems in your hands while standing near a spice cabinet, with a hint of pencil-wood and something sweet lingering in the background."
7095,"['green almond', 'juniper', 'mineral notes', 'ambergris', 'oakmoss']",mineral,"It smells like crushed almonds scattered on wet stone after rain, with the sharp bite of gin botanicals and a salty, ocean-air finish."
4520,"['bergamot', 'lemon', 'pink pepper', 'ylang-ylang', 'coconut milk', 'heliotrope', 'musk', 'benzoin', 'cedar']",yellow floral,"It smells like sunscreen mixed with powdery vanilla, with a sharp citrus burst that fades into something creamy and slightly woody."
3016,"['cacao', 'dark chocolate', 'hazelnut', 'hazelnut', 'tonka bean']",cacao,It smells like the inside of a chocolatier's kitchen — roasted hazelnuts mixed with melted dark chocolate and a hint of vanilla extract.
16222,"['fig leaf', 'immortelle', 'sandalwood']",herbal,"It smells like sun-warmed fig tree branches next to a jar of maple syrup, grounded by smooth wood that's been sitting in a dry attic for years."
15056,"['tuberose', 'black fig', 'sandalwood']",tuberose,"It smells like a florist's back room where ripe figs are stored next to creamy white flowers, with wooden crates adding a dusty sweetness."
